"Country Name","Region Name",Zone,"Zip From","Zip To","Weight From","Weight To","Volume From","Volume To","Profile Name","Shipping Price","Shipping Name"
AU,VIC,20,2084,2105,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2109,2234,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2109,2234,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2555,2560,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2555,2560,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2564,2567,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2564,2567,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2570,2570,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2570,2570,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0,0.064,Standard,35.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0,0.064,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0,0.064,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0.065,0.192,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0.065,0.192,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,0,25,0.065,0.192,Hoarding,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,26,250,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,26,250,0,0.75,Bulky,65.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,251,500,0,0.75,Standard,65.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,QLD,20,2759,2770,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,251,500,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,501,1000,0.751,3.5,Standard,125.0000,"Standard National Road Freight(near regional)"
AU,VIC,20,2759,2770,501,1000,0.751,3.5,Bulky,125.0000,"Standard National Road Freight(near regional)"
AU,NSW,21,2081,2083,0,25,0,0.064,Standard,75.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0,0.064,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0,0.064,Hoarding,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,26,250,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,251,500,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,26,250,0,0.75,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,26,250,0,0.75,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,251,500,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,251,500,0.751,3.5,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Standard,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Hoarding,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Standard,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Bulky,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,2001,3999,7,15,Standard,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,2001,3999,7,15,Bulky,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0,0.064,Standard,75.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0,0.064,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0,0.064,Hoarding,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,26,250,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,251,500,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,26,250,0,0.75,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,26,250,0,0.75,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Standard,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Hoarding,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Standard,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Bulky,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,2001,3999,7,15,Standard,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2106,2108,2001,3999,7,15,Bulky,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0,0.064,Standard,75.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0,0.064,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0,0.064,Hoarding,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,26,250,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,251,500,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,26,250,0,0.75,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,26,250,0,0.75,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,251,500,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,251,500,0.751,3.5,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Standard,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Hoarding,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Standard,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Bulky,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,2001,3999,7,15,Standard,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2561,2562,2001,3999,7,15,Bulky,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0,0.064,Standard,75.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0,0.064,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0,0.064,Hoarding,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,26,250,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,251,500,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,26,250,0,0.75,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,26,250,0,0.75,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,251,500,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,251,500,0.751,3.5,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Standard,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Hoarding,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Standard,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Bulky,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,2001,3999,7,15,Standard,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2568,2569,2001,3999,7,15,Bulky,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0,0.064,Standard,75.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0,0.064,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0,0.064,Hoarding,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Bulky,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,26,250,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,251,500,0,0.75,Standard,90.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,26,250,0,0.75,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,26,250,0,0.75,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,251,500,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,251,500,0.751,3.5,Hoarding,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Standard,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Bulky,105.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Hoarding,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Standard,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Bulky,175.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,2001,3999,7,15,Standard,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2753,2756,2001,3999,7,15,Bulky,255.0000,"Next  Day by 8:00am"
AU,NSW,21,2081,2083,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0,0.064,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2081,2083,251,500,0,0.75,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0,0.064,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2081,2083,26,250,0,0.75,Standard,55.0000,"Next Day Standard"
AU,NSW,21,2081,2083,26,250,0,0.75,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2081,2083,251,500,0.751,3.5,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Standard,55.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2081,2083,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2081,2083,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Hoarding,85.0000,"Next Day Standard"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Standard,85.0000,"Next Day Standard"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2081,2083,2001,3999,7,15,Standard,105.0000,"Next Day Standard"
AU,NSW,21,2081,2083,2001,3999,7,15,Bulky,105.0000,"Next Day Standard"
AU,VIC,21,2081,2083,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,VIC,21,2081,2083,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,VIC,21,2081,2083,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2081,2083,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2081,2083,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,QLD,21,2081,2083,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0,0.064,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2106,2108,251,500,0,0.75,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0,0.064,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2106,2108,26,250,0,0.75,Standard,55.0000,"Next Day Standard"
AU,NSW,21,2106,2108,26,250,0,0.75,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Standard,55.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
